ts,strategy,coin,action,direction,entry_price
2026-06-18T00:10:50.930377+00:00,BB_PURE_REVERT,1000SATS,OPEN,-1,9.86e-06,0.0,0.0,0,-0.06907887647244834,1632927783.0,1875270155.0
2026-06-18T00:10:51.164034+00:00,BB_PURE_REVERT,ALICE,OPEN,-1,0.106
2026-06-18T00:10:51.171307+00:00,CANDLE_MORNING_STAR_LONG,UB,CLOSE,TP,0.11715,0.12159,1,5.4450192061459655,3.7900128040973105
2026-06-18T00:10:51.173090+00:00,CANDLE_THREE_SOLDIERS,PLAY,CLOSE,TP,0.03776,0.03875,1,3.6927330508474485,2.621822033898299
2026-06-18T00:10:51.174513+00:00,CANDLE_THREE_SOLDIERS,UB,CLOSE,TP,0.11863,0.12159,1,3.5027294950687065,2.495152996712471
2026-06-18T00:10:51.417508+00:00,BB_TIGHT,UB,OPEN,-1,0.12159
2026-06-18T00:10:51.649374+00:00,BB_WIDE,UB,OPEN,-1,0.12159
2026-06-18T00:10:51.884373+00:00,VWAP_TIGHT,DYDX,OPEN,-1,0.121
2026-06-18T00:10:52.117843+00:00,VWAP_TIGHT,龙虾,OPEN,-1,0.010227
2026-06-18T00:10:52.126026+00:00,STOCHASTIC_EXTREME,BEAT,CLOSE,SL,1.793,1.889,-1,-11.028310094813174,-5.354155047406587
2026-06-18T00:10:52.127459+00:00,WILLIAMS_R,UB,CLOSE,SL,0.11426,0.12159,-1,-13.150386837038338,-6.415193418519169
2026-06-18T00:10:52.128581+00:00,CCI_EXTREME,BEAT,CLOSE,SL,1.793,1.889,-1,-11.028310094813174,-5.354155047406587
2026-06-18T00:10:52.361664+00:00,CCI_EXTREME,KAT,OPEN,-1,0.005695
2026-06-18T00:15:51.747474+00:00,CANDLE_BULL_ENGULF_LONG,GUA,OPEN,1,1.0935,0.0,0.0,0,-0.06282722513089005,179.0,203.0
2026-06-18T00:15:52.229879+00:00,WICKS_LONG_LOWER,UB,OPEN,1,0.12138,0.0,0.0,0,0.3855996750279273,6822.0,3025.0
2026-06-18T00:15:52.697277+00:00,RSI_EXTREME,KAT,OPEN,-1,0.005717,0.0,0.0,0,-0.18783852412743873,186307.0,272486.0
2026-06-18T00:15:53.168360+00:00,CANDLE_THREE_SOLDIERS,PLAY,OPEN,1,0.03901,0.0,0.0,0,0.006239909237683815,34590.0,34161.0
2026-06-18T00:15:53.179982+00:00,BB_TIGHT,BEAT,CLOSE,SL,1.865,1.923,-1,-6.539839142091158,-3.109919571045579
2026-06-18T00:15:53.182188+00:00,ZSCORE_TIGHT,BAS,CLOSE,TP,0.032177,0.031887,-1,1.111897317960027,0.9012648786400181
2026-06-18T00:15:53.657807+00:00,MA_CROSS_FAST,AIN,OPEN,-1,0.07125,0.0,0.0,0,-0.49058635086521546,9700.0,28383.0
2026-06-18T00:15:54.228387+00:00,STOCHASTIC_EXTREME,BAS,OPEN,1,0.031887,0.0,0.0,0,-0.7000691682517725,3469.0,19663.0
2026-06-18T00:15:54.791698+00:00,STOCHASTIC_EXTREME,BEAT,OPEN,-1,1.923,0.0,0.0,0,-0.007213114754098361,6813.0,6912.0
2026-06-18T00:15:55.256808+00:00,WILLIAMS_R,BAS,OPEN,1,0.031887,0.0,0.0,0,-0.7140328961066,2747.0,16465.0
2026-06-18T00:15:55.258647+00:00,WILLIAMS_R,BEAT,CLOSE,SL,1.823,1.923,-1,-11.290927043335172,-5.485463521667586
2026-06-18T00:15:55.736029+00:00,WILLIAMS_R,UB,OPEN,-1,0.12138,0.0,0.0,0,0.6401964797380271,4007.0,879.0
2026-06-18T00:15:55.737799+00:00,WILLIAMS_R,KAT,CLOSE,TIMEOUT,0.005619,0.005717,1,3.1681651539419833,1.7440825769709913
2026-06-18T00:15:56.214359+00:00,CCI_EXTREME,BEAT,OPEN,-1,1.923,0.0,0.0,0,0.3578482084077871,7219.0,3414.0
2026-06-18T00:20:50.088526+00:00,CANDLE_MARUBOZU_LONG,BEAT,OPEN,1,1.969,0.0,0.0,0,0.2217741935483871,7575.0,4825.0
2026-06-18T00:20:50.561312+00:00,MTF_MOMENTUM,RAVE,OPEN,1,0.2955,0.0,0.0,0,-0.3336647815549065,10722.0,21460.0
2026-06-18T00:20:51.025397+00:00,CANDLE_THREE_SOLDIERS,DEXE,OPEN,1,14.57,0.0,0.0,0,0.276418615036203,800.34,453.7
2026-06-18T00:20:51.491956+00:00,CANDLE_BEAR_MARUBOZU,EDU,OPEN,-1,0.02972,0.0,0.0,0,0.01896545981414249,76481.0,73634.0
2026-06-18T00:20:51.731461+00:00,BB_TIGHT,BEAT,OPEN,-1,1.969
2026-06-18T00:20:51.733504+00:00,BB_TIGHT,UB,CLOSE,TP,0.12159,0.12076,-1,1.0452438522904801,0.68262192614524
2026-06-18T00:20:51.735058+00:00,BB_TIGHT,GWEI,CLOSE,TP,0.1284,0.1244,-1,5.910529595015561,3.1152647975077805
2026-06-18T00:20:51.968164+00:00,ZSCORE_TIGHT,BAS,OPEN,-1,0.032125
2026-06-18T00:20:52.202318+00:00,VWAP_TIGHT,AIOT,OPEN,-1,0.08087
2026-06-18T00:20:52.442280+00:00,WILLIAMS_R,BEAT,OPEN,-1,1.969
2026-06-18T00:20:52.443919+00:00,HEIKIN_ASHI_TREND,AIOT,CLOSE,SL,0.0784,0.08087,-1,-6.621020408163266,-3.150510204081633
2026-06-18T00:20:52.675948+00:00,HEIKIN_ASHI_TREND,APR,OPEN,1,0.1954
2026-06-18T00:20:52.916997+00:00,KELTNER_BREAKOUT,MAGMA,OPEN,-1,0.48808
2026-06-18T00:25:52.737209+00:00,WICKS_LONG_LOWER,SIREN,CLOSE,TP,0.04815,0.04933,1,4.581349948078922,2.4506749740394613
2026-06-18T00:25:53.203338+00:00,WICKS_LONG_LOWER,PLAY,OPEN,1,0.03922,0.0,0.0,0,0.07944071510556154,62070.0,52934.0
2026-06-18T00:25:53.205430+00:00,WICKS_LONG_LOWER,ZEREBRO,CLOSE,TP,0.029314,0.030001,1,4.367180186941394,2.3435900934706972
2026-06-18T00:25:53.206656+00:00,WICKS_SHORT_UPPER,龙虾,CLOSE,TP,0.010407,0.010047,-1,6.598420294032847,3.459210147016424
2026-06-18T00:25:53.222091+00:00,BB_TIGHT,BEAT,CLOSE,TP,1.969,1.921,-1,4.555571356018287,2.437785678009144
2026-06-18T00:25:53.686155+00:00,BB_TIGHT,UB,OPEN,-1,0.12211,0.0,0.0,0,-0.12494929006085193,2157.0,2773.0
2026-06-18T00:25:53.688267+00:00,MA_CROSS_FAST,AIOT,CLOSE,SL,0.07856,0.08118,-1,-6.9900610997963275,-3.3350305498981636
2026-06-18T00:25:53.689910+00:00,VWAP_TIGHT,GTC,CLOSE,TP,0.08089,0.08047,-1,0.538835455556936,0.5192236370379574
2026-06-18T00:25:53.691074+00:00,VWAP_TIGHT,龙虾,CLOSE,TP,0.010227,0.010047,-1,2.400070401877377,1.7600469345849183
2026-06-18T00:25:53.698935+00:00,WILLIAMS_R,BEAT,CLOSE,TP,1.969,1.921,-1,4.555571356018287,2.437785678009144
2026-06-18T00:25:53.702655+00:00,KELTNER_BREAKOUT,US,CLOSE,SL,0.015021,0.015865,-1,-11.557600692364037,-5.618800346182018
2026-06-18T00:30:48.487224+00:00,CANDLE_MARUBOZU_LONG,UB,OPEN,1,0.12227,0.0,0.0,0,-0.8535502958579881,396.0,5012.0
2026-06-18T00:30:48.490099+00:00,CANDLE_MARUBOZU_LONG,BEAT,CLOSE,TP,1.969,2.051,1,8.00910106653124,4.16455053326562
2026-06-18T00:30:48.965787+00:00,MTF_MOMENTUM,LAB,OPEN,1,13.201,0.0,0.0,0,-0.19242902208201892,128.0,189.0
2026-06-18T00:30:48.973616+00:00,RSI_LOOSE,BEAT,CLOSE,SL,1.865,2.051,-1,-20.266380697050955,-9.973190348525478
2026-06-18T00:30:49.441311+00:00,BB_TIGHT,BEAT,OPEN,-1,2.051,0.0,0.0,0,0.4276862872982227,4378.0,1755.0
2026-06-18T00:30:49.905864+00:00,MA_CROSS_FAST,AIOT,OPEN,1,0.08212,0.0,0.0,0,-0.46793147387795553,1879.0,5184.0
2026-06-18T00:30:50.372238+00:00,VWAP_TIGHT,GTC,OPEN,-1,0.08065,0.0,0.0,0,0.23324138534962122,5633.2,3502.4
2026-06-18T00:30:50.835077+00:00,VWAP_TIGHT,龙虾,OPEN,1,0.01009,0.0,0.0,0,0.4853531261141542,114569.0,39696.0
2026-06-18T00:30:50.891949+00:00,VWAP_WIDE,FOLKS,CLOSE,SL,2.316,2.45,-1,-8.91875647668396,-5.78583765112264
2026-06-18T00:30:50.899712+00:00,MACD_CROSS,AIOT,CLOSE,TP,0.07965,0.08212,1,5.882134337727558,3.101067168863779
2026-06-18T00:30:50.901851+00:00,STOCHASTIC_EXTREME,BEAT,CLOSE,SL,1.923,2.051,-1,-13.632532501300064,-6.656266250650032
2026-06-18T00:30:51.366008+00:00,WILLIAMS_R,BEAT,OPEN,-1,2.051,0.0,0.0,0,0.5609262817271716,7718.0,2171.0
2026-06-18T00:30:51.367865+00:00,CCI_EXTREME,BEAT,CLOSE,SL,1.923,2.051,-1,-13.632532501300064,-6.656266250650032
2026-06-18T00:30:51.372253+00:00,KELTNER_BREAKOUT,PLAY,CLOSE,TP,0.03819,0.03938,1,5.91199790521077,3.115998952605385
2026-06-18T00:35:50.228898+00:00,CANDLE_BULL_ENGULF_LONG,ZEREBRO,CLOSE,TP,0.029429,0.030515,1,7.060475041625608,3.690237520812804
2026-06-18T00:35:50.698448+00:00,CANDLE_MARUBOZU_LONG,TRADOOR,OPEN,1,0.5068,0.0,0.0,0,-0.2125718148022981,1165.0,1794.0
2026-06-18T00:35:51.167587+00:00,WICKS_LONG_LOWER,SIREN,OPEN,1,0.04972,0.0,0.0,0,-0.07155346155386197,34781.0,40142.0
2026-06-18T00:35:51.169676+00:00,VWAP_REVERT,GTC,CLOSE,TIMEOUT,0.08023,0.08072,1,0.9014882213635905,0.6107441106817952
2026-06-18T00:35:51.636974+00:00,RSI_EXTREME,PIPPIN,OPEN,-1,0.01789,0.0,0.0,0,0.001898472181910748,842272.0,839080.0
2026-06-18T00:35:52.105239+00:00,MA_CROSS_TREND,SIREN,OPEN,1,0.04972,0.0,0.0,0,-0.11471085090134914,19128.0,24085.0
2026-06-18T00:35:52.111244+00:00,CANDLE_THREE_CROWS_SHORT,MANTRA,CLOSE,TIMEOUT,0.008129,0.008223,-1,-1.9745306925820874,-1.156353795054725
2026-06-18T00:35:52.119874+00:00,BB_TIGHT,BEAT,CLOSE,TP,2.051,1.942,-1,10.308961482203822,5.314480741101911
2026-06-18T00:35:52.591518+00:00,VWAP_WIDE,FOLKS,OPEN,-1,2.469,0.0,0.0,0,-0.018675721561969425,1531.7,1590.0
2026-06-18T00:35:53.065831+00:00,MACD_CROSS,COLLECT,OPEN,-1,0.0468,0.0,0.0,0,-0.05452753750136866,8635.0,9631.0
2026-06-18T00:35:53.067925+00:00,WILLIAMS_R,BEAT,CLOSE,TP,2.051,1.942,-1,10.308961482203822,5.314480741101911
2026-06-18T00:35:53.535243+00:00,KELTNER_BREAKOUT,PLAY,OPEN,1,0.03931,0.0,0.0,0,0.2905678488430838,51091.0,28085.0
2026-06-18T00:40:49.233014+00:00,CANDLE_MARUBOZU_LONG,SIREN,CLOSE,TP,0.04884,0.05049,1,6.436756756756751,3.378378378378376
2026-06-18T00:40:49.235593+00:00,VWAP_REVERT,CELO,CLOSE,TIMEOUT,0.0635,0.06346,1,-0.4459842519684988,-0.0629921259842494
2026-06-18T00:40:49.240161+00:00,MA_CROSS_TREND,SIREN,CLOSE,TP,0.04972,0.05049,1,4.166017699115043,1.548672566371681
2026-06-18T00:40:49.241457+00:00,DONCHIAN_BREAKOUT,BSB,CLOSE,TIMEOUT,0.28749,0.59477,1,320.1711530835854,106.88371769452849
2026-06-18T00:40:49.709050+00:00,MTF_MOMENTUM,SIREN,OPEN,1,0.05049,0.0,0.0,0,-0.8633492868425116,28766.0,392249.0
2026-06-18T00:40:50.181374+00:00,MA_CROSS_FAST,BAS,OPEN,-1,0.032191,0.0,0.0,0,-0.5559536605756599,1859.0,6514.0
2026-06-18T00:40:50.183530+00:00,MA_CROSS_FAST,币安人生,CLOSE,TIMEOUT,0.6739,0.6833,-1,-3.109731414156392,-1.394865707078196
2026-06-18T00:40:50.648753+00:00,DONCHIAN_SHORT_WIN,SIREN,OPEN,1,0.05049,0.0,0.0,0,-0.8056039347368714,41856.0,388770.0
2026-06-18T00:40:50.651271+00:00,VWAP_TIGHT,FOLKS,CLOSE,SL,2.4,2.475,-1,-4.927500000000012,-3.1250000000000075
2026-06-18T00:40:50.668790+00:00,KELTNER_BREAKOUT,SIREN,CLOSE,TP,0.04857,0.05049,1,7.586114885731925,3.953057442865963
2026-06-18T00:45:49.793976+00:00,WICKS_LONG_LOWER,ZEREBRO,OPEN,1,0.031009,0.0,0.0,0,0.3234114550695576,21119.0,10797.0
2026-06-18T00:45:49.800381+00:00,BB_PURE_REVERT,DYDX,CLOSE,TP,0.1203,0.1218,1,3.2606483790523724,1.2468827930174575
2026-06-18T00:45:49.812070+00:00,RSI_LOOSE,FOLKS,CLOSE,SL,2.297,2.492,-1,-17.298667827601204,-8.489333913800602
2026-06-18T00:45:49.814835+00:00,ZSCORE_TIGHT,DYDX,CLOSE,TP,0.1211,0.1218,1,0.627052023121395,0.5780346820809299
2026-06-18T00:45:49.816282+00:00,ZSCORE_TIGHT,BAS,CLOSE,TP,0.032125,0.031962,-1,0.5210894941634401,0.50739299610896
2026-06-18T00:45:50.280353+00:00,MA_CROSS_FAST,AKE,OPEN,1,0.0003398,0.0,0.0,0,0.15520119934930185,3885123.0,2841191.0
2026-06-18T00:45:50.747269+00:00,VWAP_TIGHT,FOLKS,OPEN,-1,2.492,0.0,0.0,0,-0.49795243911200515,1397.6,4170.0
2026-06-18T00:45:50.756329+00:00,CCI_EXTREME,NAORIS,CLOSE,TIMEOUT,0.0315,0.03145,1,-0.6374603174603265,-0.15873015873016327
2026-06-18T00:50:53.478059+00:00,BB_PURE_REVERT,DYDX,OPEN,-1,0.1221,0.0,0.0,0,-0.0886957187608121,195173.4,233165.19999999998
2026-06-18T00:50:54.397656+00:00,CANDLE_THREE_SOLDIERS,GUA,OPEN,1,1.0791,0.0,0.0,0,0.6896551724137931,147.0,27.0
2026-06-18T00:50:54.870015+00:00,RSI_LOOSE,FOLKS,OPEN,-1,2.492,0.0,0.0,0,0.0786393275198366,1373.0,1172.8
2026-06-18T00:50:55.342249+00:00,WILLIAMS_R,Q,OPEN,-1,0.018074,0.0,0.0,0,-0.3499145299145299,3803.0,7897.0
2026-06-18T00:55:51.401021+00:00,VWAP_REVERT,CELO,OPEN,1,0.06331,0.0,0.0,0,0.24101967465148652,11946.8,7306.4
2026-06-18T00:55:51.890984+00:00,CANDLE_EVENING_STAR_SHORT,RIVER,OPEN,-1,4.896,0.0,0.0,0,0.09948522402287897,1441.7,1180.8
2026-06-18T00:55:52.389771+00:00,ZSCORE_TIGHT,CELO,OPEN,1,0.06331,0.0,0.0,0,0.24101967465148652,11946.8,7306.4
2026-06-18T00:55:52.862682+00:00,CCI_EXTREME,NAORIS,OPEN,1,0.03129,0.0,0.0,0,0.33279417711281845,67568.0,33825.0
2026-06-18T00:55:52.864300+00:00,HEIKIN_ASHI_TREND,BSB,CLOSE,SL,0.6029,0.57143,1,-10.75954221263891,-5.219771106319455
2026-06-18T00:55:53.328498+00:00,HEIKIN_ASHI_TREND,LAB,OPEN,1,13.301,0.0,0.0,0,0.19313304721030042,139.0,94.0
2026-06-18T00:55:53.794160+00:00,KELTNER_BREAKOUT,BSB,OPEN,-1,0.57143,0.0,0.0,0,0.23448275862068965,179.0,111.0
2026-06-18T01:00:52.462203+00:00,CANDLE_HAMMER_LONG,AGT,CLOSE,SL,0.027868,0.026322,1,-11.415162910865503,-5.54758145543275
2026-06-18T01:00:52.468041+00:00,BB_PURE_REVERT,DYDX,CLOSE,TP,0.1221,0.1208,-1,2.7141031941031835,1.064701064701061
2026-06-18T01:00:52.702576+00:00,CANDLE_THREE_CROWS_SHORT,FOGO,OPEN,-1,0.01264
2026-06-18T01:00:52.715067+00:00,BB_TIGHT,UB,CLOSE,TP,0.12211,0.12083,-1,1.7764703955449832,1.0482351977724915
2026-06-18T01:00:52.717724+00:00,VWAP_TIGHT,龙虾,CLOSE,SL,0.01009,0.009719,1,-5.755361744301285,-3.67690782953419
2026-06-18T01:05:53.402653+00:00,WICKS_LONG_LOWER,SIREN,CLOSE,TP,0.04972,0.0509,1,4.426580852775545,2.3732904263877725
2026-06-18T01:05:53.876875+00:00,BB_PURE_REVERT,DYDX,OPEN,-1,0.1221,0.0,0.0,0,0.043995363012825306,195696.19999999998,179202.4
2026-06-18T01:05:54.349179+00:00,CANDLE_MORNING_STAR_LONG,GUA,OPEN,1,1.0834,0.0,0.0,0,-0.5842696629213483,37.0,141.0
2026-06-18T01:05:54.820826+00:00,VWAP_TIGHT,龙虾,OPEN,1,0.009794,0.0,0.0,0,0.1036829802952682,45565.0,37004.0
2026-06-18T01:05:54.829034+00:00,MACD_CROSS,LAB,CLOSE,TP,13.098,13.385,1,4.062348450145045,2.1911742250725226
2026-06-18T01:05:54.830212+00:00,STOCHASTIC_EXTREME,DEXE,CLOSE,TP,14.5,14.8,1,3.817931034482769,2.0689655172413843
2026-06-18T01:05:55.292075+00:00,STOCHASTIC_EXTREME,BEAT,OPEN,1,1.777,0.0,0.0,0,-0.45325040128410915,2725.0,7243.0
2026-06-18T01:05:55.294051+00:00,WILLIAMS_R,BULLA,CLOSE,TIMEOUT,0.004812,0.004825,-1,-0.8603158769742306,-0.27015793848711533
2026-06-18T01:05:55.760919+00:00,WILLIAMS_R,BEAT,OPEN,1,1.777,0.0,0.0,0,-0.4395733667947612,3573.0,9178.0
2026-06-18T01:05:56.226983+00:00,KELTNER_BREAKOUT,SIREN,OPEN,1,0.0509,0.0,0.0,0,0.3493010107268714,34843.0,16803.0
2026-06-18T01:10:53.922871+00:00,VWAP_REVERT,DYDX,OPEN,-1,0.1228
2026-06-18T01:10:54.157378+00:00,VWAP_REVERT,Q,OPEN,-1,0.018138
2026-06-18T01:10:54.158802+00:00,VWAP_REVERT,BAS,CLOSE,TP,0.032134,0.031663,-1,2.6114744507375747,1.4657372253687873
2026-06-18T01:10:54.172353+00:00,BB_LONG_WIN,BAS,CLOSE,TP,0.032691,0.031663,-1,5.969192744180362,3.1445963720901813
2026-06-18T01:10:54.173687+00:00,MA_CROSS_FAST,BAS,CLOSE,TP,0.032191,0.031663,-1,2.960419993165796,1.6402099965828982
2026-06-18T01:10:54.408826+00:00,MA_CROSS_FAST,BSB,OPEN,-1,0.58847
2026-06-18T01:10:54.410384+00:00,DONCHIAN_SHORT_WIN,SIREN,CLOSE,TP,0.05049,0.05183,1,4.987981778570017,2.6539908892850086
2026-06-18T01:10:54.420369+00:00,STOCHASTIC_EXTREME,BEAT,CLOSE,TP,1.777,1.826,1,5.194912774338791,2.757456387169395
2026-06-18T01:10:54.422380+00:00,WILLIAMS_R,BEAT,CLOSE,TP,1.777,1.826,1,5.194912774338791,2.757456387169395
2026-06-18T01:15:50.232893+00:00,VOL_SPIKE_FADE,XNY,OPEN,1,0.005545,0.0,0.0,0,0.9622920158895278,1820330.0,34980.0
2026-06-18T01:15:50.699389+00:00,VWAP_REVERT,BAS,OPEN,-1,0.031729,0.0,0.0,0,0.5081063011866956,9023.0,2943.0
2026-06-18T01:15:50.701368+00:00,VWAP_REVERT,M,CLOSE,TIMEOUT,2.9505,2.9314,1,-1.6146958142687606,-0.6473479071343805
2026-06-18T01:15:50.702867+00:00,VWAP_REVERT,FOLKS,CLOSE,SL,2.404,2.581,-1,-15.045457570715477,-7.362728785357739
2026-06-18T01:15:50.711684+00:00,MTF_MOMENTUM,SIREN,CLOSE,TP,0.05049,0.05204,1,5.819829669241445,3.0699148346207226
2026-06-18T01:15:51.179011+00:00,MTF_MOMENTUM,BLESS,OPEN,-1,0.007462,0.0,0.0,0,-0.12329293303427509,63908.0,81883.0
2026-06-18T01:15:51.647780+00:00,CANDLE_THREE_SOLDIERS,BSB,OPEN,1,0.59514,0.0,0.0,0,-0.021621621621621623,181.0,189.0
2026-06-18T01:15:51.657249+00:00,MA_CROSS_FAST,AIOT,CLOSE,TP,0.08212,0.08373,1,3.601091086215296,1.9605455431076477
2026-06-18T01:15:51.659333+00:00,VWAP_TIGHT,AIOT,CLOSE,SL,0.08087,0.08373,-1,-5.5448101891925345,-3.536540126128356
2026-06-18T01:15:51.660746+00:00,VWAP_TIGHT,FOLKS,CLOSE,SL,2.492,2.581,-1,-5.597142857142854,-3.57142857142857
2026-06-18T01:15:51.662107+00:00,VWAP_WIDE,AIOT,CLOSE,TP,0.08168,0.08373,1,3.5246914789422057,2.5097943192948042
2026-06-18T01:15:52.133714+00:00,STOCHASTIC_EXTREME,BEAT,OPEN,1,1.817,0.0,0.0,0,0.14457936577269154,6551.0,4896.0
2026-06-18T01:15:52.607591+00:00,WILLIAMS_R,BEAT,OPEN,1,1.817,0.0,0.0,0,0.24580693253820352,6685.0,4047.0
2026-06-18T01:20:47.303100+00:00,VWAP_REVERT,Q,CLOSE,TP,0.018138,0.017937,-1,1.8963413827323827,1.1081706913661913
2026-06-18T01:20:47.824212+00:00,VWAP_REVERT,M,OPEN,1,2.9326,0.0,0.0,0,-0.08029197080291971,63.0,74.0
2026-06-18T01:20:48.362927+00:00,VWAP_REVERT,FOLKS,OPEN,-1,2.585,0.0,0.0,0,-0.4482472590882861,1529.9,4015.7
2026-06-18T01:20:48.838434+00:00,MTF_MOMENTUM,SIREN,OPEN,1,0.05109,0.0,0.0,0,0.2943806727175654,38790.0,21146.0
2026-06-18T01:20:48.840266+00:00,CANDLE_THREE_SOLDIERS,AIOT,CLOSE,TP,0.08215,0.08442,1,3.9048569689592103,2.7632379793061403
2026-06-18T01:20:48.841436+00:00,CANDLE_EVENING_STAR_SHORT,MYX,CLOSE,TP,0.1477,0.1447,-1,2.8067163168585,2.031144211239
2026-06-18T01:20:49.312732+00:00,VWAP_TIGHT,AIOT,OPEN,-1,0.08442,0.0,0.0,0,0.9463298808695296,47543.0,1311.0
2026-06-18T01:20:49.777473+00:00,VWAP_TIGHT,FOLKS,OPEN,-1,2.585,0.0,0.0,0,-0.23240713122088882,1672.7,2685.6
2026-06-18T01:20:50.242729+00:00,VWAP_WIDE,AIOT,OPEN,1,0.08442,0.0,0.0,0,-0.5127142491685853,4762.0,14783.0
2026-06-18T01:20:51.167592+00:00,MACD_CROSS,BSB,OPEN,1,0.60005,0.0,0.0,0,-0.6784313725490196,82.0,428.0
2026-06-18T01:20:51.173103+00:00,KELTNER_BREAKOUT,BSB,CLOSE,SL,0.57143,0.60005,-1,-10.3369749575626,-5.0084874787813
2026-06-18T01:25:50.543293+00:00,CANDLE_MARUBOZU_LONG,M,CLOSE,TIMEOUT,3.0416,2.9258,1,-7.934413466596508,-3.807206733298254
2026-06-18T01:25:50.545823+00:00,CANDLE_MARUBOZU_LONG,DEXE,CLOSE,SL,15.09,14.32,1,-10.525434062292904,-5.102717031146452
2026-06-18T01:25:51.007529+00:00,WICKS_LONG_LOWER,SIREN,OPEN,1,0.05125,0.0,0.0,0,-0.5772479770346521,32104.0,119777.0
2026-06-18T01:25:51.016786+00:00,MTF_MOMENTUM,AIOT,CLOSE,SL,0.0806,0.08504,-1,-11.337369727047145,-5.508684863523572
2026-06-18T01:25:51.018603+00:00,CANDLE_THREE_SOLDIERS,JCT,CLOSE,TIMEOUT,0.00612,0.005937,1,-4.725294117647059,-2.9901960784313726
2026-06-18T01:25:51.020042+00:00,CANDLE_THREE_CROWS_SHORT,PIPPIN,CLOSE,SL,0.01718,0.01814,-1,-8.621839348079154,-5.587892898719436
2026-06-18T01:25:51.021174+00:00,CANDLE_EVENING_STAR_SHORT,MEGA,CLOSE,SL,0.05664,0.05989,-1,-8.846991525423718,-5.737994350282478
2026-06-18T01:25:51.022245+00:00,CANDLE_BEAR_MARUBOZU,PIPPIN,CLOSE,SL,0.01721,0.01814,-1,-8.345752469494483,-5.403834979662989
2026-06-18T01:25:51.029528+00:00,BB_WIDE,BAS,CLOSE,TP,0.032161,0.031471,-1,3.9709113522589665,2.145455676129483
2026-06-18T01:25:51.502281+00:00,CCI_EXTREME,BEAT,OPEN,1,1.781,0.0,0.0,0,-0.20029603713920474,5943.0,8920.0
2026-06-18T01:30:51.945433+00:00,CANDLE_HAMMER_LONG,DEXE,CLOSE,SL,15.02,14.23,1,-10.83930758988015,-5.259653794940075
2026-06-18T01:30:51.947941+00:00,WICKS_LONG_LOWER,BAS,CLOSE,SL,0.033063,0.031278,1,-11.117568278740595,-5.398784139370298
2026-06-18T01:30:51.948993+00:00,WICKS_LONG_LOWER,DEXE,CLOSE,SL,15.02,14.23,1,-10.83930758988015,-5.259653794940075
2026-06-18T01:30:51.950014+00:00,WICKS_SHORT_UPPER,PIPPIN,CLOSE,SL,0.0174,0.01849,-1,-12.848735632183917,-6.264367816091958
2026-06-18T01:30:51.951297+00:00,VWAP_REVERT,BAS,CLOSE,TP,0.031729,0.031278,-1,2.522825175706767,1.4214125878533834
2026-06-18T01:30:51.959819+00:00,CANDLE_THREE_SOLDIERS,PLAY,CLOSE,TP,0.03901,0.03985,1,2.9899410407587546,2.153294027172503
2026-06-18T01:30:52.424011+00:00,CANDLE_THREE_SOLDIERS,UB,OPEN,1,0.12234,0.0,0.0,0,0.45426782714918307,4762.0,1787.0
2026-06-18T01:30:52.425782+00:00,CANDLE_EVENING_STAR_SHORT,PIPPIN,CLOSE,SL,0.01739,0.01849,-1,-9.728211615871194,-6.325474410580796
2026-06-18T01:30:52.888248+00:00,CANDLE_EVENING_STAR_SHORT,PROVE,OPEN,-1,0.2073,0.0,0.0,0,-0.015456872744864902,24421.1,25187.9
2026-06-18T01:30:52.901969+00:00,VWAP_TIGHT,FOLKS,CLOSE,TP,2.585,2.561,-1,1.1526499032882023,0.9284332688588016
2026-06-18T01:30:52.903713+00:00,VWAP_TIGHT,龙虾,CLOSE,TP,0.009794,0.009857,1,0.724876454972414,0.6432509699816094
2026-06-18T01:30:52.904950+00:00,VWAP_WIDE,BAS,CLOSE,TP,0.031974,0.031278,-1,3.0251529367611285,2.1767686245074187
2026-06-18T01:30:52.917827+00:00,HEIKIN_ASHI_TREND,BAS,CLOSE,SL,0.03236,0.031278,1,-7.00726823238566,-3.34363411619283
2026-06-18T01:30:53.391243+00:00,HEIKIN_ASHI_TREND,AIOT,OPEN,1,0.08519,0.0,0.0,0,-0.19897084048027444,2335.0,3495.0
2026-06-18T01:35:48.313041+00:00,CANDLE_MARUBOZU_LONG,SIREN,OPEN,1,0.05135,0.0,0.0,0,-0.1207953216374269,18793.0,23957.0
2026-06-18T01:35:48.784761+00:00,WICKS_LONG_LOWER,TRADOOR,OPEN,1,0.5029,0.0,0.0,0,-0.36378876781223807,1518.0,3254.0
2026-06-18T01:35:48.787125+00:00,VWAP_REVERT,FOLKS,CLOSE,TP,2.585,2.545,-1,2.7747775628626723,1.547388781431336
2026-06-18T01:35:49.264615+00:00,CANDLE_MORNING_STAR_LONG,AIN,OPEN,1,0.07267,0.0,0.0,0,0.4659025787965616,8953.0,3262.0
2026-06-18T01:35:49.742925+00:00,VWAP_TIGHT,FOLKS,OPEN,-1,2.545,0.0,0.0,0,-0.05363058465395288,2114.0,2353.6
2026-06-18T01:35:50.210622+00:00,VWAP_TIGHT,龙虾,OPEN,1,0.009804,0.0,0.0,0,-0.2450289181125723,22648.0,37349.0
